# High E guitar string sampling at  4096 samples/sec
# time[s], waveform1, waveform2, waveform3, waveform4
1.5894e-01 -2.0000e+02 -4.6100e+02 -7.3000e+01 -7.1000e+01
1.5918e-01 9.4000e+01 -2.4700e+02 2.6300e+02 -1.8200e+02
1.5942e-01 -4.8000e+01 7.9000e+01 2.6400e+02 3.6000e+01
1.5967e-01 -6.4000e+01 8.5000e+01 -2.5600e+02 -1.0300e+02
1.5991e-01 3.2000e+01 -7.8000e+01 -1.1900e+02 -1.9400e+02
1.6016e-01 2.1300e+02 -1.5600e+02 -1.0200e+02 -6.3000e+01
1.6040e-01 2.7100e+02 1.1900e+02 -2.9300e+02 -7.9000e+01
1.6064e-01 5.6000e+01 3.2400e+02 1.4600e+02 -8.0000e+00
1.6089e-01 9.2000e+01 4.0600e+02 -5.4000e+01 1.9500e+02
1.6113e-01 1.8000e+02 3.1200e+02 -3.6100e+02 2.8000e+02
1.6138e-01 -2.8000e+01 1.4600e+02 3.2500e+02 1.6300e+02
1.6162e-01 -2.0800e+02 -1.4300e+02 3.6500e+02 4.9000e+01
1.6187e-01 -3.7700e+02 -4.5300e+02 -4.6000e+01 -5.0000e+00
1.6211e-01 -1.1100e+02 -4.4700e+02 0.0000e+00 -1.4000e+02
1.6235e-01 7.4000e+01 -1.6900e+02 3.3600e+02 -1.6300e+02
1.6260e-01 -1.0300e+02 1.2200e+02 1.4400e+02 3.6000e+01
1.6284e-01 -6.6000e+01 6.9000e+01 -3.0500e+02 -1.5300e+02
1.6309e-01 3.9000e+01 -1.0900e+02 -5.8000e+01 -1.7100e+02
1.6333e-01 2.4000e+02 -1.2000e+02 -1.6900e+02 -4.9000e+01
1.6357e-01 2.2200e+02 1.7100e+02 -2.1800e+02 -8.5000e+01
1.6382e-01 2.8000e+01 3.3800e+02 1.9000e+02 4.1000e+01
1.6406e-01 1.2500e+02 3.8100e+02 -1.8600e+02 2.3900e+02
1.6431e-01 1.5000e+02 2.5400e+02 -2.5700e+02 2.8800e+02
1.6455e-01 -9.2000e+01 8.4000e+01 4.3800e+02 1.4300e+02
1.6479e-01 -2.6900e+02 -2.3800e+02 2.4600e+02 5.4000e+01
1.6504e-01 -3.6600e+02 -4.8600e+02 -8.9000e+01 -1.4000e+01
1.6528e-01 -3.6000e+01 -4.2500e+02 7.8000e+01 -1.6800e+02
1.6553e-01 3.0000e+01 -8.2000e+01 3.6500e+02 -1.0200e+02
1.6577e-01 -1.3600e+02 1.4200e+02 -2.0000e+00 1.4000e+01
1.6602e-01 -3.1000e+01 5.1000e+01 -3.1300e+02 -1.9300e+02
1.6626e-01 1.1100e+02 -1.1700e+02 -2.8000e+01 -1.4700e+02
1.6650e-01 3.0100e+02 -4.5000e+01 -2.4100e+02 -5.8000e+01
1.6675e-01 2.0400e+02 2.3300e+02 -1.3100e+02 -9.2000e+01
1.6699e-01 5.5000e+01 3.5600e+02 1.7200e+02 9.1000e+01
1.6724e-01 1.8200e+02 3.7200e+02 -3.1800e+02 2.5000e+02
1.6748e-01 1.1600e+02 2.1900e+02 -1.0600e+02 2.5200e+02
1.6772e-01 -1.2300e+02 3.8000e+01 4.7900e+02 1.0000e+02
1.6797e-01 -2.9800e+02 -3.0900e+02 1.0600e+02 2.7000e+01
1.6821e-01 -3.0600e+02 -4.9400e+02 -1.1900e+02 -5.7000e+01
1.6846e-01 2.3000e+01 -3.8100e+02 1.4000e+02 -2.1400e+02
1.6870e-01 -1.6000e+01 -1.3000e+01 3.1700e+02 -6.1000e+01
1.6895e-01 -1.4000e+02 1.2500e+02 -1.6600e+02 -3.4000e+01
1.6919e-01 -2.0000e+00 -1.0000e+00 -3.0400e+02 -2.0700e+02
1.6943e-01 1.4400e+02 -1.5100e+02 -5.3000e+01 -8.8000e+01
1.6968e-01 2.9800e+02 7.0000e+00 -3.1200e+02 -3.7000e+01
1.6992e-01 1.3900e+02 2.7100e+02 -4.0000e+01 -4.5000e+01
1.7017e-01 4.7000e+01 3.6900e+02 1.0600e+02 1.6300e+02
1.7041e-01 1.9000e+02 3.4800e+02 -3.7700e+02 2.8100e+02
1.7065e-01 3.2000e+01 1.8700e+02 8.9000e+01 2.2700e+02
1.7090e-01 -1.8500e+02 -2.7000e+01 4.7100e+02 7.6000e+01
1.7114e-01 -3.4200e+02 -3.8000e+02 0.0000e+00 7.0000e+00
1.7139e-01 -2.4300e+02 -4.8500e+02 -7.1000e+01 -8.9000e+01
1.7163e-01 6.1000e+01 -3.1000e+02 2.4000e+02 -2.2000e+02
1.7188e-01 -7.3000e+01 5.7000e+01 2.7700e+02 -1.4000e+01
1.7212e-01 -1.2800e+02 1.0900e+02 -2.4000e+02 -8.1000e+01
1.7236e-01 3.2000e+01 -2.5000e+01 -1.9600e+02 -2.0700e+02
1.7261e-01 1.9500e+02 -1.3200e+02 -4.3000e+01 -6.3000e+01
1.7285e-01 3.0500e+02 9.0000e+01 -2.7400e+02 -6.0000e+01
1.7310e-01 1.1300e+02 3.2000e+02 9.6000e+01 -2.4000e+01
1.7334e-01 9.4000e+01 3.8700e+02 3.9000e+01 1.9600e+02
1.7358e-01 2.1800e+02 3.2400e+02 -3.4300e+02 2.8100e+02
1.7383e-01 -1.0000e+01 1.4200e+02 3.0000e+02 1.8200e+02
1.7407e-01 -2.0600e+02 -1.0500e+02 4.2400e+02 5.4000e+01
1.7432e-01 -3.5400e+02 -4.4900e+02 -6.0000e+01 -2.0000e+01
1.7456e-01 -1.7100e+02 -4.7900e+02 4.0000e+00 -1.2400e+02
1.7480e-01 4.9000e+01 -2.3400e+02 3.1200e+02 -1.8800e+02
1.7505e-01 -1.3800e+02 1.0100e+02 1.7100e+02 2.4000e+01
1.7529e-01 -1.1600e+02 7.8000e+01 -3.1300e+02 -1.1600e+02
1.7554e-01 5.3000e+01 -8.2000e+01 -1.2200e+02 -1.7300e+02
1.7578e-01 2.2500e+02 -1.3800e+02 -1.1200e+02 -2.5000e+01
1.7603e-01 2.6900e+02 1.1900e+02 -2.5800e+02 -5.4000e+01
1.7627e-01 6.9000e+01 3.0400e+02 1.4900e+02 4.6000e+01
1.7651e-01 1.0800e+02 3.6100e+02 -9.5000e+01 2.5100e+02
1.7676e-01 1.7500e+02 2.7400e+02 -2.7700e+02 2.9400e+02
1.7700e-01 -8.9000e+01 9.2000e+01 4.4200e+02 1.5200e+02
1.7725e-01 -2.5800e+02 -2.0100e+02 3.0700e+02 4.1000e+01
1.7749e-01 -3.7000e+02 -4.9400e+02 -1.0200e+02 -4.6000e+01
1.7773e-01 -1.1200e+02 -4.4700e+02 7.2000e+01 -1.7600e+02
1.7798e-01 1.2000e+01 -1.4000e+02 3.2200e+02 -1.6300e+02
1.7822e-01 -1.8000e+02 1.4800e+02 2.0000e+01 9.0000e+00
1.7847e-01 -6.1000e+01 7.2000e+01 -3.5700e+02 -1.7100e+02
1.7871e-01 1.0500e+02 -8.7000e+01 -7.2000e+01 -1.5300e+02
1.7896e-01 2.8600e+02 -7.2000e+01 -1.9600e+02 -2.1000e+01
1.7920e-01 2.5600e+02 2.1600e+02 -2.1000e+02 -6.3000e+01
1.7944e-01 7.8000e+01 3.4600e+02 1.4600e+02 9.6000e+01
1.7969e-01 1.8200e+02 3.8500e+02 -2.4600e+02 2.7300e+02
1.7993e-01 1.6200e+02 2.6200e+02 -1.7400e+02 2.7400e+02
1.8018e-01 -1.1100e+02 7.4000e+01 4.8800e+02 1.1500e+02
1.8042e-01 -2.6000e+02 -2.5300e+02 1.2900e+02 2.2000e+01
1.8066e-01 -3.1900e+02 -4.9100e+02 -1.3200e+02 -6.9000e+01
1.8091e-01 -3.4000e+01 -3.9100e+02 1.3700e+02 -2.1200e+02
1.8115e-01 -2.4000e+01 -4.4000e+01 2.9400e+02 -1.1100e+02
1.8140e-01 -1.9100e+02 1.5700e+02 -1.2400e+02 -1.1000e+01
1.8164e-01 -2.2000e+01 3.4000e+01 -3.3200e+02 -1.8700e+02
1.8188e-01 1.3500e+02 -1.2400e+02 -2.5000e+01 -9.7000e+01
1.8213e-01 2.8800e+02 -3.8000e+01 -2.3100e+02 -7.0000e+00
1.8237e-01 1.8700e+02 2.3600e+02 -9.1000e+01 -4.1000e+01
1.8262e-01 4.9000e+01 3.3200e+02 1.5400e+02 1.5800e+02
1.8286e-01 1.8200e+02 3.4600e+02 -2.9600e+02 2.9000e+02
1.8311e-01 7.1000e+01 2.0400e+02 4.2000e+01 2.3700e+02
1.8335e-01 -1.8200e+02 1.8000e+01 5.3100e+02 7.3000e+01
1.8359e-01 -3.0500e+02 -3.2800e+02 3.6000e+01 -1.9000e+01
1.8384e-01 -2.8200e+02 -4.9700e+02 -5.5000e+01 -1.1700e+02
1.8408e-01 9.0000e+00 -3.3400e+02 2.5200e+02 -2.4500e+02
1.8433e-01 -6.8000e+01 4.5000e+01 2.7100e+02 -6.7000e+01
1.8457e-01 -1.5500e+02 1.6000e+02 -2.1900e+02 -5.6000e+01
1.8481e-01 6.2000e+01 1.1000e+01 -2.6600e+02 -1.9900e+02
1.8506e-01 2.1800e+02 -1.1500e+02 -2.8000e+01 -5.7000e+01
1.8530e-01 3.2800e+02 4.0000e+01 -2.6300e+02 -1.8000e+01
1.8555e-01 1.7300e+02 2.8800e+02 4.0000e+00 -1.8000e+01
1.8579e-01 9.1000e+01 3.4700e+02 8.2000e+01 2.0500e+02
1.8604e-01 2.2500e+02 3.3300e+02 -3.2400e+02 2.9500e+02
1.8628e-01 1.9000e+01 1.7100e+02 2.3200e+02 1.9400e+02
1.8652e-01 -2.1100e+02 -4.1000e+01 4.6400e+02 5.3000e+01
1.8677e-01 -3.2900e+02 -4.0200e+02 -7.7000e+01 -4.3000e+01
1.8701e-01 -2.3000e+02 -4.9100e+02 -4.0000e+00 -1.4200e+02
1.8726e-01 1.2000e+01 -2.8100e+02 2.8400e+02 -2.3000e+02
1.8750e-01 -1.4900e+02 7.3000e+01 1.6000e+02 -1.6000e+01
1.8774e-01 -1.4900e+02 9.5000e+01 -3.1900e+02 -9.2000e+01
1.8799e-01 7.9000e+01 -7.0000e+01 -1.9900e+02 -1.8100e+02
1.8823e-01 2.3100e+02 -1.5500e+02 -6.8000e+01 -1.7000e+01
1.8848e-01 2.9100e+02 6.3000e+01 -2.6400e+02 -2.9000e+01
1.8872e-01 1.0600e+02 2.6900e+02 8.8000e+01 2.6000e+01
1.8896e-01 9.6000e+01 3.0400e+02 -1.8000e+01 2.4400e+02
1.8921e-01 2.0500e+02 2.6600e+02 -2.9400e+02 2.8900e+02
1.8945e-01 -6.0000e+01 9.8000e+01 3.8600e+02 1.5700e+02
1.8970e-01 -2.4700e+02 -1.3600e+02 3.3700e+02 3.5000e+01
1.8994e-01 -3.4200e+02 -4.5900e+02 -1.4500e+02 -6.4000e+01
1.9019e-01 -1.6800e+02 -4.4700e+02 5.5000e+01 -1.7200e+02
1.9043e-01 1.1000e+01 -1.5900e+02 2.8900e+02 -2.0300e+02
1.9067e-01 -1.8100e+02 1.6600e+02 3.9000e+01 -3.0000e+00
1.9092e-01 -8.5000e+01 1.1600e+02 -3.5900e+02 -1.4200e+02
1.9116e-01 1.3600e+02 -4.1000e+01 -1.1600e+02 -1.5700e+02
1.9141e-01 2.7900e+02 -7.9000e+01 -1.2900e+02 8.0000e+00
1.9165e-01 2.7800e+02 1.6700e+02 -2.4000e+02 -2.8000e+01
1.9189e-01 8.4000e+01 3.0700e+02 1.2700e+02 9.9000e+01
1.9214e-01 1.3600e+02 3.2600e+02 -1.4400e+02 2.9400e+02
1.9238e-01 1.7800e+02 2.4600e+02 -2.0200e+02 2.8500e+02
1.9263e-01 -1.2900e+02 5.8000e+01 4.9000e+02 1.2300e+02
1.9287e-01 -2.8100e+02 -2.1800e+02 1.9800e+02 1.3000e+01
1.9312e-01 -3.5300e+02 -5.0400e+02 -1.4100e+02 -1.0000e+02
1.9336e-01 -1.1500e+02 -4.1300e+02 1.5700e+02 -2.1600e+02
1.9360e-01 -2.3000e+01 -8.8000e+01 2.9400e+02 -1.6300e+02
1.9385e-01 -2.0200e+02 1.6900e+02 -6.3000e+01 -1.0000e+01
1.9409e-01 -1.3000e+01 5.2000e+01 -3.3600e+02 -1.6600e+02
1.9434e-01 1.8700e+02 -9.8000e+01 -3.7000e+01 -1.0500e+02
1.9458e-01 3.0800e+02 -6.8000e+01 -1.7000e+02 2.7000e+01
1.9482e-01 2.4600e+02 1.9800e+02 -1.4900e+02 -2.2000e+01
1.9507e-01 6.9000e+01 3.0400e+02 1.5900e+02 1.5800e+02
1.9531e-01 1.7300e+02 3.3100e+02 -2.2000e+02 3.0600e+02
1.9556e-01 1.2400e+02 2.3500e+02 -2.7000e+01 2.4300e+02
1.9580e-01 -1.8200e+02 4.6000e+01 5.4400e+02 7.8000e+01
1.9604e-01 -3.0700e+02 -2.7200e+02 5.5000e+01 -2.8000e+01
1.9629e-01 -3.3400e+02 -4.8700e+02 -1.0700e+02 -1.3400e+02
1.9653e-01 -7.2000e+01 -3.3400e+02 2.1000e+02 -2.4200e+02
1.9678e-01 -7.1000e+01 2.5000e+01 2.1800e+02 -1.0000e+02
1.9702e-01 -1.9900e+02 2.0200e+02 -2.0700e+02 -2.0000e+01
1.9727e-01 5.0000e+01 5.6000e+01 -3.1600e+02 -1.6900e+02
1.9751e-01 2.2000e+02 -8.1000e+01 -2.0000e+01 -5.4000e+01
1.9775e-01 3.2400e+02 5.0000e+00 -2.2300e+02 1.8000e+01
1.9800e-01 2.0200e+02 2.5300e+02 -5.9000e+01 -1.4000e+01
1.9824e-01 7.2000e+01 2.9400e+02 1.3400e+02 2.0200e+02
1.9849e-01 2.1200e+02 3.0200e+02 -2.7200e+02 2.9800e+02
1.9873e-01 6.2000e+01 1.7000e+02 1.5800e+02 2.0200e+02
1.9897e-01 -2.1800e+02 -2.9000e+01 5.1700e+02 5.1000e+01
1.9922e-01 -3.1900e+02 -3.7900e+02 -5.6000e+01 -5.9000e+01
1.9946e-01 -2.8500e+02 -5.1800e+02 -2.2000e+01 -1.5800e+02
1.9971e-01 -2.3000e+01 -3.0000e+02 2.7700e+02 -2.4700e+02
1.9995e-01 -1.0900e+02 6.9000e+01 1.5800e+02 -5.9000e+01
2.0020e-01 -1.4600e+02 1.5900e+02 -2.8300e+02 -6.5000e+01
2.0044e-01 1.3200e+02 2.0000e+00 -2.3000e+02 -1.7700e+02
2.0068e-01 2.7200e+02 -9.6000e+01 -1.5000e+01 -2.1000e+01
2.0093e-01 3.3000e+02 5.2000e+01 -2.3500e+02 2.0000e+00
2.0117e-01 1.6200e+02 2.6800e+02 3.4000e+01 2.1000e+01
2.0142e-01 8.4000e+01 2.8500e+02 5.6000e+01 2.5000e+02
2.0166e-01 2.0900e+02 2.8200e+02 -2.8200e+02 2.9200e+02
2.0190e-01 -4.5000e+01 1.3300e+02 3.1600e+02 1.5800e+02
2.0215e-01 -2.9500e+02 -7.9000e+01 3.9300e+02 2.9000e+01
2.0239e-01 -3.7300e+02 -4.2000e+02 -1.6200e+02 -9.3000e+01
2.0264e-01 -2.6800e+02 -4.6700e+02 4.2000e+01 -1.8800e+02
2.0288e-01 -3.4000e+01 -2.0700e+02 2.8000e+02 -2.3400e+02
2.0312e-01 -1.7200e+02 1.4300e+02 3.8000e+01 -2.8000e+01
2.0337e-01 -9.8000e+01 1.3700e+02 -3.5900e+02 -1.0300e+02
2.0361e-01 1.8500e+02 -3.1000e+01 -1.6700e+02 -1.4800e+02
2.0386e-01 3.0400e+02 -9.2000e+01 -7.1000e+01 3.0000e+01
2.0410e-01 3.1600e+02 1.0400e+02 -2.3900e+02 5.0000e+00
2.0435e-01 1.3500e+02 2.6600e+02 1.0000e+02 8.2000e+01
2.0459e-01 1.3700e+02 2.6000e+02 -3.6000e+01 2.8800e+02
2.0483e-01 2.2400e+02 2.4000e+02 -2.1300e+02 2.7500e+02
2.0508e-01 -8.9000e+01 7.4000e+01 4.5600e+02 1.1100e+02
2.0532e-01 -2.8700e+02 -1.6800e+02 2.5100e+02 -3.0000e+00
2.0557e-01 -3.4800e+02 -4.9100e+02 -1.9200e+02 -1.3200e+02
2.0581e-01 -1.8000e+02 -4.4600e+02 1.1600e+02 -2.2500e+02
2.0605e-01 -2.4000e+01 -1.4100e+02 2.4900e+02 -2.0000e+02
2.0630e-01 -1.9300e+02 1.6500e+02 -8.1000e+01 -1.0000e+01
2.0654e-01 -2.9000e+01 9.4000e+01 -3.8000e+02 -1.2500e+02
2.0679e-01 2.1700e+02 -4.1000e+01 -1.0300e+02 -1.0400e+02
2.0703e-01 3.0700e+02 -4.1000e+01 -1.3700e+02 5.3000e+01
2.0728e-01 2.5200e+02 1.8500e+02 -2.0300e+02 -5.0000e+00
2.0752e-01 7.2000e+01 3.0200e+02 1.3200e+02 1.3400e+02
2.0776e-01 1.4100e+02 2.9600e+02 -1.4300e+02 3.0100e+02
2.0801e-01 1.5500e+02 2.4200e+02 -9.4000e+01 2.4500e+02
2.0825e-01 -1.9800e+02 5.5000e+01 5.2900e+02 7.8000e+01
2.0850e-01 -3.4800e+02 -2.2700e+02 9.3000e+01 -2.9000e+01
2.0874e-01 -3.7100e+02 -5.0400e+02 -1.6000e+02 -1.4600e+02
2.0898e-01 -1.4200e+02 -3.7400e+02 2.1100e+02 -2.3000e+02
2.0923e-01 -5.9000e+01 -3.4000e+01 2.2600e+02 -1.3300e+02
2.0947e-01 -2.0000e+02 1.9200e+02 -1.5300e+02 -4.0000e+00
2.0972e-01 6.0000e+01 6.2000e+01 -3.1200e+02 -1.4100e+02
2.0996e-01 2.7800e+02 -6.0000e+01 -6.0000e+00 -5.5000e+01
2.1021e-01 3.5100e+02 -1.8000e+01 -1.4200e+02 6.0000e+01
2.1045e-01 2.5600e+02 2.0500e+02 -7.9000e+01 6.0000e+00
2.1069e-01 1.0200e+02 2.6600e+02 1.8200e+02 1.9600e+02
2.1094e-01 2.1600e+02 2.7200e+02 -1.7700e+02 3.0400e+02
2.1118e-01 1.1900e+02 1.9900e+02 1.0500e+02 1.9500e+02
2.1143e-01 -2.4600e+02 -3.0000e+00 5.6700e+02 3.5000e+01
2.1167e-01 -3.6400e+02 -3.1800e+02 -1.8000e+01 -7.9000e+01
2.1191e-01 -3.4700e+02 -5.1100e+02 -7.1000e+01 -1.8400e+02
2.1216e-01 -9.7000e+01 -3.0900e+02 2.6400e+02 -2.5400e+02
2.1240e-01 -9.5000e+01 4.2000e+01 1.3300e+02 -9.0000e+01
2.1265e-01 -1.7900e+02 1.8600e+02 -2.6700e+02 -3.1000e+01
2.1289e-01 1.2400e+02 2.7000e+01 -2.7800e+02 -1.4900e+02
2.1313e-01 2.8400e+02 -7.3000e+01 -1.6000e+01 -6.0000e+00
2.1338e-01 3.2100e+02 1.6000e+01 -2.0800e+02 5.7000e+01
2.1362e-01 1.7700e+02 2.3200e+02 -2.4000e+01 3.0000e+01
2.1387e-01 7.0000e+01 2.5700e+02 1.1800e+02 2.5100e+02
2.1411e-01 2.0500e+02 2.7300e+02 -2.3000e+02 3.0200e+02
2.1436e-01 0.0000e+00 1.7200e+02 2.5200e+02 1.5400e+02
2.1460e-01 -3.2500e+02 -4.4000e+01 4.6400e+02 1.7000e+01
2.1484e-01 -3.8600e+02 -3.8500e+02 -1.5800e+02 -1.0900e+02
2.1509e-01 -3.0500e+02 -4.9400e+02 -2.0000e+00 -1.9900e+02
2.1533e-01 -4.6000e+01 -2.3900e+02 2.5700e+02 -2.4100e+02
2.1558e-01 -1.1100e+02 1.0700e+02 1.8000e+01 -3.8000e+01
2.1582e-01 -9.0000e+01 1.6600e+02 -3.4800e+02 -4.9000e+01
2.1606e-01 2.3400e+02 3.0000e+00 -2.1700e+02 -1.2900e+02
2.1631e-01 3.5000e+02 -5.7000e+01 -4.5000e+01 3.6000e+01
2.1655e-01 3.4200e+02 7.0000e+01 -2.3100e+02 3.1000e+01
2.1680e-01 1.7600e+02 2.4400e+02 3.9000e+01 5.3000e+01
2.1704e-01 1.3000e+02 2.4300e+02 2.7000e+01 2.7000e+02
2.1729e-01 2.3700e+02 2.6400e+02 -2.2600e+02 2.6100e+02
2.1753e-01 -7.3000e+01 1.3200e+02 3.8700e+02 9.2000e+01
2.1777e-01 -3.4900e+02 -9.1000e+01 3.1000e+02 -2.7000e+01
2.1802e-01 -3.8800e+02 -4.4000e+02 -2.3000e+02 -1.6400e+02
2.1826e-01 -2.6000e+02 -4.5700e+02 9.1000e+01 -2.3600e+02
2.1851e-01 -5.4000e+01 -1.6100e+02 2.4300e+02 -2.2400e+02
2.1875e-01 -1.7600e+02 1.6200e+02 -7.8000e+01 -1.5000e+01
2.1899e-01 -4.8000e+01 1.3700e+02 -3.7100e+02 -7.7000e+01
2.1924e-01 2.5200e+02 -8.0000e+00 -1.3600e+02 -9.2000e+01
2.1948e-01 3.1500e+02 -3.6000e+01 -7.4000e+01 8.1000e+01
2.1973e-01 2.6800e+02 1.2300e+02 -1.9400e+02 3.1000e+01
2.1997e-01 1.1600e+02 2.4600e+02 1.2500e+02 1.1800e+02
2.2021e-01 1.3900e+02 2.3300e+02 -3.3000e+01 3.0200e+02
2.2046e-01 1.9300e+02 2.3800e+02 -1.1100e+02 2.3700e+02
2.2070e-01 -1.8300e+02 7.5000e+01 5.1900e+02 5.9000e+01
2.2095e-01 -3.7800e+02 -1.7600e+02 1.7600e+02 -4.4000e+01
2.2119e-01 -3.6600e+02 -4.8700e+02 -1.9300e+02 -1.8000e+02
2.2144e-01 -1.7600e+02 -4.0500e+02 2.1300e+02 -2.4200e+02
2.2168e-01 -2.3000e+01 -8.2000e+01 2.2000e+02 -1.7300e+02
2.2192e-01 -1.5600e+02 1.9000e+02 -1.4500e+02 0.0000e+00
2.2217e-01 7.6000e+01 1.0300e+02 -3.4100e+02 -1.0500e+02
2.2241e-01 3.3200e+02 -2.3000e+01 -5.2000e+01 -5.8000e+01
2.2266e-01 3.5000e+02 -1.8000e+01 -1.0100e+02 9.1000e+01
2.2290e-01 2.6700e+02 1.6700e+02 -1.2100e+02 1.4000e+01
2.2314e-01 1.1400e+02 2.4800e+02 1.7200e+02 1.5900e+02
2.2339e-01 1.8300e+02 2.2600e+02 -1.0300e+02 2.9200e+02
2.2363e-01 1.2700e+02 2.1700e+02 2.9000e+01 1.7700e+02
2.2388e-01 -3.0100e+02 2.0000e+01 5.5500e+02 1.3000e+01
2.2412e-01 -4.3000e+02 -2.6400e+02 -3.0000e+00 -8.7000e+01
2.2437e-01 -3.8800e+02 -5.1800e+02 -1.5800e+02 -2.0300e+02
2.2461e-01 -1.6200e+02 -3.5200e+02 2.4600e+02 -2.4600e+02
2.2485e-01 -8.3000e+01 -1.6000e+01 1.1800e+02 -1.0700e+02
2.2510e-01 -1.8100e+02 1.7900e+02 -2.5900e+02 5.0000e+00
2.2534e-01 1.3600e+02 4.7000e+01 -3.1400e+02 -1.0100e+02
2.2559e-01 3.3700e+02 -5.0000e+01 -2.9000e+01 9.0000e+00
2.2583e-01 3.3200e+02 -1.0000e+01 -1.6700e+02 1.0800e+02
2.2607e-01 2.1700e+02 1.7000e+02 -7.5000e+01 4.3000e+01
2.2632e-01 1.0400e+02 2.1200e+02 1.4200e+02 2.3500e+02
2.2656e-01 2.0500e+02 2.2800e+02 -1.7500e+02 3.0100e+02
2.2681e-01 3.7000e+01 1.8600e+02 1.8100e+02 1.4300e+02
2.2705e-01 -3.6500e+02 -2.1000e+01 5.1100e+02 -4.0000e+00
2.2729e-01 -4.2300e+02 -3.2400e+02 -1.3800e+02 -1.2700e+02
2.2754e-01 -3.3400e+02 -4.9100e+02 -5.7000e+01 -2.2600e+02
2.2778e-01 -8.6000e+01 -2.5800e+02 2.7800e+02 -2.5200e+02
2.2803e-01 -8.3000e+01 9.0000e+01 3.1000e+01 -6.9000e+01
2.2827e-01 -1.0800e+02 2.1200e+02 -3.1400e+02 -2.1000e+01
2.2852e-01 2.4500e+02 5.3000e+01 -2.4200e+02 -1.0400e+02
2.2876e-01 3.6400e+02 -1.9000e+01 -2.3000e+01 5.0000e+01
2.2900e-01 3.2300e+02 5.0000e+01 -1.9400e+02 8.5000e+01
2.2925e-01 1.8900e+02 2.1200e+02 0.0000e+00 5.5000e+01
2.2949e-01 1.1600e+02 2.1900e+02 9.4000e+01 2.6500e+02
2.2974e-01 2.1100e+02 2.5900e+02 -1.8400e+02 2.6300e+02
2.2998e-01 -7.8000e+01 1.6300e+02 3.3400e+02 7.7000e+01
2.3022e-01 -4.2900e+02 -7.4000e+01 3.9800e+02 -3.9000e+01
2.3047e-01 -4.2700e+02 -4.0800e+02 -2.2900e+02 -1.7500e+02
2.3071e-01 -2.9300e+02 -4.9100e+02 5.7000e+01 -2.3700e+02
2.3096e-01 -5.4000e+01 -2.0600e+02 2.5900e+02 -2.1700e+02
2.3120e-01 -1.1500e+02 1.2400e+02 -7.5000e+01 -6.0000e+00
2.3145e-01 -4.4000e+01 1.7100e+02 -3.5300e+02 -1.7000e+01
2.3169e-01 3.0200e+02 2.1000e+01 -1.6400e+02 -6.7000e+01
2.3193e-01 3.5900e+02 -1.9000e+01 -2.9000e+01 1.0200e+02
2.3218e-01 2.9800e+02 8.5000e+01 -1.7000e+02 6.9000e+01
2.3242e-01 1.6500e+02 2.2300e+02 9.5000e+01 9.3000e+01
2.3267e-01 1.4200e+02 2.1400e+02 4.3000e+01 2.8300e+02
2.3291e-01 2.0100e+02 2.5700e+02 -1.2600e+02 2.2100e+02
2.3315e-01 -1.8400e+02 1.2500e+02 4.6000e+02 2.5000e+01
2.3340e-01 -4.5200e+02 -1.2900e+02 2.3700e+02 -7.3000e+01
2.3364e-01 -4.0300e+02 -4.5800e+02 -2.5100e+02 -2.1600e+02
2.3389e-01 -2.3700e+02 -4.4100e+02 1.6900e+02 -2.5600e+02
2.3413e-01 -3.7000e+01 -1.1600e+02 2.0900e+02 -1.9400e+02
2.3438e-01 -1.3000e+02 1.8600e+02 -1.6900e+02 0.0000e+00
2.3462e-01 5.6000e+01 1.6100e+02 -3.5100e+02 -5.8000e+01
2.3486e-01 3.6500e+02 2.1000e+01 -9.1000e+01 -5.3000e+01
2.3511e-01 3.6700e+02 4.0000e+00 -6.7000e+01 1.0800e+02
2.3535e-01 2.8000e+02 1.2200e+02 -1.4900e+02 3.9000e+01
2.3560e-01 1.6100e+02 2.1900e+02 1.2900e+02 1.3700e+02
2.3584e-01 1.7600e+02 2.0300e+02 -4.3000e+01 2.9200e+02
2.3608e-01 1.4200e+02 2.3600e+02 -3.3000e+01 1.8300e+02
2.3633e-01 -3.0100e+02 6.3000e+01 5.1900e+02 6.0000e+00
2.3657e-01 -4.6900e+02 -2.0900e+02 5.1000e+01 -8.7000e+01
2.3682e-01 -3.7800e+02 -5.1000e+02 -2.1400e+02 -2.2400e+02
2.3706e-01 -1.8500e+02 -4.0600e+02 2.5500e+02 -2.5000e+02
2.3730e-01 -4.9000e+01 -7.6000e+01 1.3700e+02 -1.3700e+02
2.3755e-01 -1.3800e+02 1.7300e+02 -2.4000e+02 1.5000e+01
2.3779e-01 1.4500e+02 8.4000e+01 -3.1100e+02 -6.0000e+01
2.3804e-01 3.7900e+02 -2.8000e+01 -3.0000e+01 9.0000e+00
2.3828e-01 3.3200e+02 -1.1000e+01 -9.8000e+01 1.3600e+02
2.3853e-01 2.2900e+02 1.3100e+02 -8.5000e+01 4.3000e+01
2.3877e-01 1.2200e+02 1.9600e+02 1.6200e+02 1.9100e+02
2.3901e-01 1.6600e+02 2.0200e+02 -9.0000e+01 2.7700e+02
2.3926e-01 2.9000e+01 2.2000e+02 1.2000e+02 1.1800e+02
2.3950e-01 -4.1200e+02 1.9000e+01 5.2600e+02 -3.6000e+01
