# High E guitar string sampling at  4096 samples/sec
# time[s], waveform1, waveform2, waveform3, waveform4
7.7881e-02 -2.1700e+02 -3.8200e+02 -1.9900e+02 -9.4000e+01
7.8125e-02 -4.2000e+01 -1.4100e+02 3.9100e+02 -3.8000e+01
7.8369e-02 1.0500e+02 -1.5000e+01 1.3800e+02 8.9000e+01
7.8613e-02 -1.4000e+01 -1.3200e+02 -1.0800e+02 -1.0700e+02
7.8857e-02 4.8000e+01 -3.8900e+02 1.1000e+02 -1.7400e+02
7.9102e-02 4.0500e+02 -2.2400e+02 -3.2500e+02 -1.5100e+02
7.9346e-02 3.2200e+02 1.8700e+02 -2.1200e+02 -1.2200e+02
7.9590e-02 1.4400e+02 5.6800e+02 2.2300e+02 -7.4000e+01
7.9834e-02 -3.0000e+00 5.0900e+02 -1.9100e+02 1.3700e+02
8.0078e-02 -8.0000e+01 3.6100e+02 -3.9900e+02 2.7900e+02
8.0322e-02 -5.7000e+01 1.3400e+02 7.1000e+01 8.2000e+01
8.0566e-02 -3.9500e+02 -1.1400e+02 4.1000e+02 1.0500e+02
8.0811e-02 -4.4300e+02 -3.2600e+02 -3.8000e+01 7.0000e+01
8.1055e-02 -1.4100e+02 -3.3100e+02 -9.4000e+01 -1.3400e+02
8.1299e-02 2.7000e+01 -9.4000e+01 4.5200e+02 2.3000e+01
8.1543e-02 1.2700e+02 -1.7000e+01 1.4000e+01 5.7000e+01
8.1787e-02 -1.3000e+01 -2.1300e+02 -5.9000e+01 -1.2400e+02
8.2031e-02 1.6600e+02 -4.0600e+02 5.1000e+01 -1.6200e+02
8.2275e-02 4.6800e+02 -1.5200e+02 -3.9300e+02 -1.3100e+02
8.2520e-02 3.0200e+02 2.7200e+02 -6.7000e+01 -1.2200e+02
8.2764e-02 1.3400e+02 5.5800e+02 2.0800e+02 -4.3000e+01
8.3008e-02 -6.0000e+00 4.5100e+02 -3.0100e+02 1.8000e+02
8.3252e-02 -4.5000e+01 3.0500e+02 -3.1300e+02 2.3800e+02
8.3496e-02 -7.8000e+01 5.4000e+01 2.0800e+02 4.4000e+01
8.3740e-02 -4.4800e+02 -1.8000e+02 3.6500e+02 1.0600e+02
8.3984e-02 -3.6600e+02 -3.6900e+02 -1.5000e+02 2.3000e+01
8.4229e-02 -1.0400e+02 -2.7400e+02 4.9000e+01 -1.4300e+02
8.4473e-02 4.3000e+01 -5.0000e+01 4.3400e+02 7.8000e+01
8.4717e-02 6.8000e+01 -9.0000e+00 -9.0000e+01 0.0000e+00
8.4961e-02 -6.3000e+01 -2.5400e+02 4.0000e+00 -1.5200e+02
8.5205e-02 2.1100e+02 -3.4800e+02 -4.1000e+01 -1.7500e+02
8.5449e-02 4.1900e+02 -3.8000e+01 -4.1700e+02 -1.3800e+02
8.5693e-02 2.1100e+02 3.8600e+02 5.3000e+01 -1.2200e+02
8.5938e-02 6.7000e+01 5.6400e+02 1.1400e+02 8.0000e+00
8.6182e-02 -4.6000e+01 4.1100e+02 -3.9700e+02 2.4100e+02
8.6426e-02 -3.3000e+01 2.5400e+02 -2.0600e+02 2.1600e+02
8.6670e-02 -1.2800e+02 -1.7000e+01 3.0700e+02 6.1000e+01
8.6914e-02 -4.6400e+02 -2.4400e+02 2.6800e+02 1.2100e+02
8.7158e-02 -2.5600e+02 -3.8900e+02 -2.1200e+02 -1.9000e+01
8.7402e-02 -2.7000e+01 -2.2400e+02 2.0800e+02 -1.2600e+02
8.7646e-02 1.0100e+02 -3.6000e+01 3.6600e+02 1.0100e+02
8.7891e-02 7.2000e+01 -5.1000e+01 -1.2800e+02 -5.7000e+01
8.8135e-02 -8.0000e+00 -3.2900e+02 8.7000e+01 -1.7000e+02
8.8379e-02 3.3100e+02 -3.1100e+02 -1.2200e+02 -1.6900e+02
8.8623e-02 4.1000e+02 3.2000e+01 -3.5400e+02 -1.3400e+02
8.8867e-02 1.7400e+02 4.3500e+02 1.7100e+02 -1.0200e+02
8.9111e-02 3.4000e+01 5.2100e+02 4.0000e+00 6.3000e+01
8.9355e-02 -7.1000e+01 3.5400e+02 -4.1700e+02 2.7200e+02
8.9600e-02 -4.0000e+01 1.8300e+02 -5.0000e+01 1.5500e+02
8.9844e-02 -2.2700e+02 -9.5000e+01 3.8100e+02 6.4000e+01
9.0088e-02 -4.9600e+02 -3.0200e+02 1.5700e+02 9.7000e+01
9.0332e-02 -2.1800e+02 -3.9300e+02 -2.0400e+02 -8.7000e+01
9.0576e-02 -3.6000e+01 -1.6600e+02 3.4700e+02 -9.2000e+01
9.0820e-02 7.2000e+01 -1.1000e+01 2.3900e+02 1.0300e+02
9.1064e-02 0.0000e+00 -9.2000e+01 -1.4600e+02 -9.0000e+01
9.1309e-02 8.0000e+00 -3.7200e+02 1.0400e+02 -1.5700e+02
9.1553e-02 3.6900e+02 -2.4300e+02 -2.4800e+02 -1.3100e+02
9.1797e-02 3.2800e+02 1.3300e+02 -2.7500e+02 -1.1100e+02
9.2041e-02 1.0800e+02 5.0500e+02 2.1200e+02 -5.6000e+01
9.2285e-02 4.0000e+00 5.0400e+02 -1.4600e+02 1.3500e+02
9.2529e-02 -6.4000e+01 3.4100e+02 -4.0000e+02 2.9200e+02
9.2773e-02 -2.5000e+01 1.4500e+02 8.4000e+01 1.1400e+02
9.3018e-02 -2.8700e+02 -1.4000e+02 3.8700e+02 8.1000e+01
9.3262e-02 -4.2900e+02 -3.3800e+02 2.5000e+01 8.0000e+01
9.3506e-02 -1.0400e+02 -3.7200e+02 -1.3500e+02 -1.2400e+02
9.3750e-02 2.8000e+01 -1.0900e+02 4.2400e+02 -2.4000e+01
9.3994e-02 1.0000e+02 -1.0000e+00 8.2000e+01 8.0000e+01
9.4238e-02 -3.0000e+00 -1.3800e+02 -1.3800e+02 -1.2400e+02
9.4482e-02 1.0000e+02 -3.7600e+02 7.8000e+01 -1.6700e+02
9.4727e-02 4.2100e+02 -1.6200e+02 -3.4600e+02 -1.4200e+02
9.4971e-02 2.6800e+02 2.2500e+02 -1.5900e+02 -1.3300e+02
9.5215e-02 6.6000e+01 5.3900e+02 1.9800e+02 -4.2000e+01
9.5459e-02 -2.5000e+01 4.5500e+02 -2.9500e+02 1.6500e+02
9.5703e-02 -6.7000e+01 3.0000e+02 -3.4000e+02 2.6900e+02
9.5947e-02 -5.7000e+01 8.3000e+01 1.9200e+02 7.8000e+01
9.6191e-02 -3.8500e+02 -1.9100e+02 3.3900e+02 9.4000e+01
9.6436e-02 -3.9200e+02 -3.7300e+02 -9.4000e+01 4.5000e+01
9.6680e-02 -7.7000e+01 -3.1800e+02 -2.1000e+01 -1.4800e+02
9.6924e-02 2.6000e+01 -4.3000e+01 4.4800e+02 4.6000e+01
9.7168e-02 6.9000e+01 2.9000e+01 -5.2000e+01 3.8000e+01
9.7412e-02 -3.2000e+01 -1.6100e+02 -7.9000e+01 -1.4700e+02
9.7656e-02 1.8600e+02 -3.2500e+02 3.0000e+01 -1.5900e+02
9.7900e-02 4.3700e+02 -4.5000e+01 -3.8100e+02 -1.2700e+02
9.8145e-02 2.0800e+02 3.2500e+02 -7.0000e+00 -1.1000e+02
9.8389e-02 4.6000e+01 5.6100e+02 1.6600e+02 1.6000e+01
9.8633e-02 -1.9000e+01 4.2400e+02 -3.6400e+02 2.2800e+02
9.8877e-02 -2.7000e+01 2.7400e+02 -1.8600e+02 2.4100e+02
9.9121e-02 -7.1000e+01 2.2000e+01 3.1500e+02 6.0000e+01
9.9365e-02 -4.1800e+02 -2.3800e+02 2.9700e+02 9.7000e+01
9.9609e-02 -2.8800e+02 -4.0100e+02 -1.4600e+02 -1.3000e+01
9.9854e-02 -1.2000e+01 -2.8300e+02 1.5900e+02 -1.7000e+02
1.0010e-01 5.7000e+01 -3.9000e+01 4.3500e+02 6.9000e+01
1.0034e-01 5.6000e+01 -1.5000e+01 -1.1500e+02 -4.3000e+01
1.0059e-01 -2.0000e+01 -2.4700e+02 1.7000e+01 -1.8200e+02
1.0083e-01 2.6700e+02 -3.0800e+02 -4.1000e+01 -1.6200e+02
1.0107e-01 3.9700e+02 2.5000e+01 -3.6500e+02 -1.3600e+02
1.0132e-01 1.2500e+02 3.8700e+02 1.2100e+02 -1.0300e+02
1.0156e-01 3.0000e+00 5.2200e+02 6.1000e+01 5.6000e+01
1.0181e-01 -3.6000e+01 3.5600e+02 -4.2100e+02 2.5800e+02
1.0205e-01 -1.9000e+01 2.0400e+02 -6.2000e+01 1.9400e+02
1.0229e-01 -1.3500e+02 -7.4000e+01 3.4500e+02 6.0000e+01
1.0254e-01 -4.5000e+02 -3.0600e+02 1.6800e+02 1.0000e+02
1.0278e-01 -2.1000e+02 -4.2300e+02 -1.9700e+02 -4.9000e+01
1.0303e-01 6.0000e+00 -2.2200e+02 2.7100e+02 -1.2300e+02
1.0327e-01 5.5000e+01 -1.9000e+01 3.0400e+02 1.0800e+02
1.0352e-01 2.0000e+01 -4.4000e+01 -1.8400e+02 -7.5000e+01
1.0376e-01 -6.0000e+00 -2.9400e+02 4.7000e+01 -1.6900e+02
1.0400e-01 3.2400e+02 -2.3800e+02 -1.8500e+02 -1.3800e+02
1.0425e-01 3.3400e+02 1.1800e+02 -3.4300e+02 -1.2600e+02
1.0449e-01 6.3000e+01 4.5500e+02 1.7300e+02 -6.8000e+01
1.0474e-01 -7.0000e+00 5.0600e+02 -9.6000e+01 1.1300e+02
1.0498e-01 -3.2000e+01 3.2600e+02 -4.2700e+02 2.8000e+02
1.0522e-01 -5.0000e+00 1.6200e+02 6.6000e+01 1.3900e+02
1.0547e-01 -2.0300e+02 -1.3600e+02 3.5200e+02 5.4000e+01
1.0571e-01 -4.3300e+02 -3.4700e+02 4.3000e+01 6.5000e+01
1.0596e-01 -1.1900e+02 -4.1600e+02 -1.6700e+02 -1.1300e+02
1.0620e-01 3.2000e+01 -1.5100e+02 3.6700e+02 -7.7000e+01
1.0645e-01 6.7000e+01 -3.0000e+00 1.5100e+02 9.1000e+01
1.0669e-01 1.3000e+01 -8.6000e+01 -1.9700e+02 -1.2800e+02
1.0693e-01 6.6000e+01 -3.2400e+02 6.6000e+01 -1.7200e+02
1.0718e-01 3.8800e+02 -1.6800e+02 -2.9300e+02 -1.3500e+02
1.0742e-01 2.7000e+02 1.9400e+02 -2.4200e+02 -1.2500e+02
1.0767e-01 2.7000e+01 4.9700e+02 2.0600e+02 -2.6000e+01
1.0791e-01 -8.0000e+00 4.7100e+02 -2.2600e+02 1.7000e+02
1.0815e-01 -3.2000e+01 3.0200e+02 -3.4600e+02 2.9200e+02
1.0840e-01 -2.8000e+01 1.1700e+02 2.0700e+02 1.1000e+02
1.0864e-01 -3.0900e+02 -1.8600e+02 3.4300e+02 8.6000e+01
1.0889e-01 -4.2100e+02 -3.7100e+02 -3.4000e+01 6.4000e+01
1.0913e-01 -8.3000e+01 -3.7000e+02 -5.6000e+01 -1.3400e+02
1.0938e-01 1.0000e+01 -8.1000e+01 4.3700e+02 1.0000e+00
1.0962e-01 3.4000e+01 1.8000e+01 2.4000e+01 6.3000e+01
1.0986e-01 -2.4000e+01 -1.1800e+02 -1.2900e+02 -1.5400e+02
1.1011e-01 1.1500e+02 -3.2700e+02 8.1000e+01 -1.6300e+02
1.1035e-01 3.9200e+02 -8.2000e+01 -3.3200e+02 -1.2700e+02
1.1060e-01 1.8600e+02 2.7800e+02 -7.4000e+01 -1.2000e+02
1.1084e-01 5.0000e+00 5.2300e+02 2.1300e+02 8.0000e+00
1.1108e-01 1.1000e+01 4.3100e+02 -3.1500e+02 2.0500e+02
1.1133e-01 -1.0000e+00 2.7600e+02 -2.0200e+02 2.5800e+02
1.1157e-01 -2.7000e+01 6.0000e+01 3.2700e+02 6.8000e+01
1.1182e-01 -3.4400e+02 -2.4100e+02 2.9700e+02 8.1000e+01
1.1206e-01 -3.1300e+02 -4.0400e+02 -9.2000e+01 1.1000e+01
1.1230e-01 9.0000e+00 -3.2300e+02 8.0000e+01 -1.6700e+02
1.1255e-01 5.0000e+01 -3.4000e+01 4.3800e+02 5.0000e+01
1.1279e-01 5.2000e+01 1.9000e+01 -8.9000e+01 -1.0000e+00
1.1304e-01 -4.0000e+00 -1.6000e+02 -6.9000e+01 -1.7900e+02
1.1328e-01 2.0400e+02 -2.9700e+02 1.0000e+00 -1.5000e+02
1.1353e-01 3.7300e+02 1.0000e+00 -3.8900e+02 -1.2500e+02
1.1377e-01 9.5000e+01 3.3600e+02 2.6000e+01 -9.5000e+01
1.1401e-01 -2.4000e+01 5.0800e+02 1.0100e+02 6.8000e+01
1.1426e-01 -5.0000e+00 3.6800e+02 -4.2700e+02 2.5400e+02
1.1450e-01 -1.8000e+01 2.2500e+02 -9.4000e+01 2.2900e+02
1.1475e-01 -1.0400e+02 -2.5000e+01 3.3700e+02 6.3000e+01
1.1499e-01 -4.2500e+02 -3.0300e+02 1.7800e+02 8.5000e+01
1.1523e-01 -2.5700e+02 -4.4500e+02 -1.5200e+02 -3.0000e+01
1.1548e-01 1.4000e+01 -2.8300e+02 2.0200e+02 -1.5500e+02
1.1572e-01 2.6000e+01 -1.2000e+01 3.5300e+02 8.9000e+01
1.1597e-01 2.2000e+01 -6.0000e+00 -1.8500e+02 -5.8000e+01
1.1621e-01 2.0000e+00 -2.1800e+02 -1.4000e+01 -1.8500e+02
1.1646e-01 2.7200e+02 -2.4500e+02 -1.0600e+02 -1.3500e+02
1.1670e-01 3.2900e+02 8.9000e+01 -3.6400e+02 -1.3100e+02
1.1694e-01 4.4000e+01 4.0000e+02 1.5000e+02 -8.2000e+01
1.1719e-01 0.0000e+00 5.0900e+02 -2.0000e+00 9.6000e+01
1.1743e-01 3.7000e+01 3.5400e+02 -4.2400e+02 2.6200e+02
1.1768e-01 2.6000e+01 2.1200e+02 6.7000e+01 1.6400e+02
1.1792e-01 -1.2800e+02 -7.3000e+01 3.5900e+02 4.9000e+01
1.1816e-01 -4.0800e+02 -3.2500e+02 7.4000e+01 6.6000e+01
1.1841e-01 -1.3700e+02 -4.2300e+02 -1.6100e+02 -8.2000e+01
1.1865e-01 6.1000e+01 -1.9200e+02 3.0200e+02 -1.1300e+02
1.1890e-01 4.5000e+01 2.1000e+01 2.1800e+02 1.0000e+02
1.1914e-01 1.9000e+01 -2.0000e+01 -2.3200e+02 -1.1400e+02
1.1938e-01 3.3000e+01 -2.4800e+02 2.0000e+01 -1.8100e+02
1.1963e-01 3.2000e+02 -1.7900e+02 -2.3100e+02 -1.2500e+02
1.1987e-01 2.5600e+02 1.6300e+02 -3.0100e+02 -1.2800e+02
1.2012e-01 -1.1000e+01 4.2700e+02 2.0800e+02 -3.5000e+01
1.2036e-01 -2.0000e+00 4.4600e+02 -1.5200e+02 1.4800e+02
1.2061e-01 1.6000e+01 2.7100e+02 -3.7600e+02 2.8100e+02
1.2085e-01 -1.5000e+01 1.2200e+02 2.1000e+02 1.3200e+02
1.2109e-01 -2.4400e+02 -1.8400e+02 3.4500e+02 7.1000e+01
1.2134e-01 -4.3500e+02 -3.9100e+02 1.0000e+00 6.2000e+01
1.2158e-01 -8.7000e+01 -4.1100e+02 -7.9000e+01 -1.2300e+02
1.2183e-01 3.5000e+01 -1.2100e+02 4.0600e+02 -5.6000e+01
1.2207e-01 1.7000e+01 2.4000e+01 1.1200e+02 6.9000e+01
1.2231e-01 1.0000e+00 -6.0000e+01 -1.9000e+02 -1.6600e+02
1.2256e-01 8.7000e+01 -2.6900e+02 5.3000e+01 -1.7500e+02
1.2280e-01 3.6900e+02 -1.0200e+02 -3.1200e+02 -1.1600e+02
1.2305e-01 2.0900e+02 2.3500e+02 -1.8500e+02 -1.1900e+02
1.2329e-01 -6.0000e+00 4.6700e+02 2.1200e+02 1.7000e+01
1.2354e-01 4.8000e+01 4.3500e+02 -2.8700e+02 1.9600e+02
1.2378e-01 4.2000e+01 2.7400e+02 -2.6800e+02 2.6600e+02
1.2402e-01 -1.7000e+01 9.8000e+01 3.1600e+02 8.6000e+01
1.2427e-01 -3.0500e+02 -2.2200e+02 2.7800e+02 6.3000e+01
1.2451e-01 -3.7000e+02 -3.9800e+02 -7.8000e+01 2.2000e+01
1.2476e-01 -1.3000e+01 -3.5700e+02 1.1000e+01 -1.6000e+02
1.2500e-01 3.8000e+01 -4.2000e+01 4.1900e+02 6.0000e+00
1.2524e-01 1.9000e+01 4.3000e+01 -3.2000e+01 3.1000e+01
1.2549e-01 -3.0000e+00 -1.0000e+02 -1.4500e+02 -1.7500e+02
1.2573e-01 1.3100e+02 -2.8100e+02 2.4000e+01 -1.3900e+02
1.2598e-01 3.3700e+02 -3.6000e+01 -3.6400e+02 -1.0100e+02
1.2622e-01 9.8000e+01 2.7200e+02 -3.7000e+01 -9.3000e+01
1.2646e-01 -3.9000e+01 4.5400e+02 1.8100e+02 6.8000e+01
1.2671e-01 4.3000e+01 3.6800e+02 -3.6000e+02 2.3700e+02
1.2695e-01 1.3000e+01 2.1600e+02 -9.2000e+01 2.4200e+02
1.2720e-01 -7.4000e+01 -7.0000e+00 3.9700e+02 6.5000e+01
1.2744e-01 -3.8200e+02 -3.2900e+02 2.2300e+02 6.7000e+01
1.2769e-01 -2.9800e+02 -4.6500e+02 -9.9000e+01 -1.3000e+01
1.2793e-01 2.9000e+01 -3.4000e+02 1.5300e+02 -1.6600e+02
1.2817e-01 2.4000e+01 -1.2000e+01 3.9000e+02 6.3000e+01
1.2842e-01 1.3000e+01 3.5000e+01 -1.4500e+02 -2.6000e+01
1.2866e-01 1.0000e+00 -1.2200e+02 -8.4000e+01 -1.9100e+02
1.2891e-01 1.9800e+02 -2.2000e+02 -4.7000e+01 -1.2700e+02
1.2915e-01 3.1200e+02 8.8000e+01 -3.7300e+02 -1.1500e+02
1.2939e-01 4.9000e+01 3.7400e+02 7.9000e+01 -8.2000e+01
1.2964e-01 -1.0000e+00 5.0100e+02 5.1000e+01 9.8000e+01
1.2988e-01 9.1000e+01 3.6700e+02 -4.3700e+02 2.5600e+02
1.3013e-01 2.7000e+01 2.1900e+02 3.3000e+01 2.0200e+02
1.3037e-01 -1.1400e+02 -4.5000e+01 3.6500e+02 6.1000e+01
1.3062e-01 -4.1400e+02 -3.5500e+02 8.8000e+01 6.5000e+01
1.3086e-01 -1.9800e+02 -4.5900e+02 -1.3600e+02 -5.3000e+01
1.3110e-01 5.6000e+01 -2.5300e+02 2.4300e+02 -1.4600e+02
1.3135e-01 1.0000e+00 3.1000e+01 2.8000e+02 8.5000e+01
1.3159e-01 0.0000e+00 2.2000e+01 -2.3900e+02 -9.6000e+01
1.3184e-01 1.7000e+01 -1.7500e+02 -4.6000e+01 -1.9500e+02
1.3208e-01 2.5700e+02 -1.9200e+02 -1.5500e+02 -1.0900e+02
1.3232e-01 2.7100e+02 1.2500e+02 -3.4000e+02 -1.1400e+02
1.3257e-01 1.4000e+01 3.6900e+02 1.6500e+02 -3.4000e+01
1.3281e-01 3.8000e+01 4.4200e+02 -8.6000e+01 1.5100e+02
1.3306e-01 1.0100e+02 2.9400e+02 -4.0700e+02 2.7600e+02
1.3330e-01 1.1000e+01 1.6200e+02 1.9400e+02 1.5800e+02
1.3354e-01 -1.8300e+02 -1.3000e+02 3.5400e+02 5.6000e+01
1.3379e-01 -4.2400e+02 -3.9100e+02 1.4000e+01 4.2000e+01
1.3403e-01 -1.1100e+02 -4.3400e+02 -8.9000e+01 -1.1700e+02
1.3428e-01 6.1000e+01 -1.5500e+02 3.4900e+02 -1.1800e+02
1.3452e-01 -1.0000e+01 6.9000e+01 1.7000e+02 6.4000e+01
1.3477e-01 -5.0000e+00 1.9000e+01 -2.5400e+02 -1.5700e+02
1.3501e-01 5.2000e+01 -1.8100e+02 -5.0000e+00 -1.8100e+02
1.3525e-01 3.0000e+02 -1.0100e+02 -2.5400e+02 -9.4000e+01
1.3550e-01 2.0600e+02 2.2600e+02 -2.4500e+02 -1.0900e+02
1.3574e-01 -1.8000e+01 4.3300e+02 2.1900e+02 8.0000e+00
1.3599e-01 6.6000e+01 4.4800e+02 -2.0600e+02 1.8900e+02
1.3623e-01 8.7000e+01 2.8600e+02 -2.9700e+02 2.7000e+02
1.3647e-01 -2.1000e+01 1.2200e+02 3.3800e+02 1.1100e+02
1.3672e-01 -2.6300e+02 -2.2100e+02 3.0500e+02 5.5000e+01
1.3696e-01 -3.9300e+02 -4.3800e+02 -3.6000e+01 2.5000e+01
1.3721e-01 -2.4000e+01 -4.3800e+02 9.0000e+00 -1.5700e+02
1.3745e-01 5.6000e+01 -1.2300e+02 4.2800e+02 -5.6000e+01
1.3770e-01 -1.8000e+01 2.7000e+01 6.2000e+01 3.7000e+01
1.3794e-01 -6.0000e+00 -6.2000e+01 -2.0300e+02 -1.8300e+02
1.3818e-01 9.6000e+01 -2.4100e+02 2.5000e+01 -1.5000e+02
1.3843e-01 3.2300e+02 -6.5000e+01 -3.1200e+02 -8.5000e+01
1.3867e-01 1.5100e+02 2.3900e+02 -1.0800e+02 -9.6000e+01
1.3892e-01 -5.0000e+00 4.1500e+02 2.0900e+02 5.7000e+01
1.3916e-01 1.1600e+02 3.8800e+02 -3.3300e+02 2.2300e+02
1.3940e-01 8.2000e+01 2.2900e+02 -1.5900e+02 2.5800e+02
1.3965e-01 -5.4000e+01 4.7000e+01 4.0500e+02 8.4000e+01
1.3989e-01 -3.3600e+02 -3.0300e+02 2.0400e+02 5.4000e+01
1.4014e-01 -3.4600e+02 -4.6000e+02 -9.9000e+01 -6.0000e+00
1.4038e-01 1.6000e+01 -3.6700e+02 8.7000e+01 -1.7900e+02
1.4062e-01 2.0000e+00 -2.8000e+01 3.8800e+02 5.0000e+00
1.4087e-01 -5.8000e+01 5.6000e+01 -1.0800e+02 -1.4000e+01
1.4111e-01 -4.0000e+01 -7.5000e+01 -1.9000e+02 -2.0300e+02
1.4136e-01 1.0700e+02 -2.1300e+02 -4.4000e+01 -1.2100e+02
1.4160e-01 2.8200e+02 3.3000e+01 -3.8600e+02 -8.6000e+01
1.4185e-01 6.7000e+01 3.0700e+02 -1.2000e+01 -7.0000e+01
1.4209e-01 0.0000e+00 4.4900e+02 1.0200e+02 1.1600e+02
1.4233e-01 1.3500e+02 3.8100e+02 -4.3400e+02 2.6100e+02
1.4258e-01 5.2000e+01 2.1300e+02 -7.0000e+00 2.3000e+02
1.4282e-01 -9.3000e+01 -3.0000e+01 4.1300e+02 7.3000e+01
1.4307e-01 -3.6600e+02 -3.6400e+02 1.0100e+02 5.6000e+01
1.4331e-01 -2.2900e+02 -4.7300e+02 -1.1300e+02 -3.7000e+01
1.4355e-01 9.5000e+01 -3.1600e+02 1.9300e+02 -1.7600e+02
1.4380e-01 1.8000e+01 1.6000e+01 3.2500e+02 5.1000e+01
1.4404e-01 -1.7000e+01 4.0000e+01 -2.0600e+02 -7.3000e+01
1.4429e-01 1.3000e+01 -1.1800e+02 -1.1100e+02 -2.1000e+02
1.4453e-01 1.9400e+02 -2.0300e+02 -9.0000e+01 -1.0400e+02
1.4478e-01 2.7500e+02 1.0000e+02 -3.4400e+02 -9.9000e+01
1.4502e-01 2.9000e+01 3.4500e+02 1.2000e+02 -4.6000e+01
1.4526e-01 3.0000e+01 4.6200e+02 -2.0000e+00 1.5300e+02
1.4551e-01 1.3000e+02 3.5300e+02 -4.2100e+02 2.7800e+02
1.4575e-01 -4.0000e+00 2.1700e+02 1.8300e+02 1.9300e+02
1.4600e-01 -1.8100e+02 -6.6000e+01 3.9400e+02 6.5000e+01
1.4624e-01 -4.2500e+02 -3.8800e+02 2.2000e+01 4.1000e+01
1.4648e-01 -1.7200e+02 -4.4300e+02 -7.6000e+01 -9.2000e+01
1.4673e-01 6.3000e+01 -2.0600e+02 3.0700e+02 -1.5800e+02
1.4697e-01 -5.0000e+01 7.4000e+01 2.3300e+02 5.8000e+01
1.4722e-01 -4.2000e+01 4.3000e+01 -2.5300e+02 -1.3100e+02
1.4746e-01 1.7000e+01 -1.3100e+02 -3.4000e+01 -1.8900e+02
1.4771e-01 2.3500e+02 -1.4200e+02 -1.6000e+02 -8.0000e+01
1.4795e-01 2.3500e+02 1.5900e+02 -2.6300e+02 -9.7000e+01
1.4819e-01 1.5000e+01 3.6100e+02 2.0500e+02 5.0000e+00
1.4844e-01 1.0300e+02 4.2700e+02 -1.2800e+02 1.9700e+02
1.4868e-01 1.6300e+02 2.9800e+02 -3.3500e+02 2.9000e+02
1.4893e-01 1.0000e+00 1.4800e+02 3.4600e+02 1.5400e+02
1.4917e-01 -1.9500e+02 -1.6700e+02 3.3200e+02 6.0000e+01
1.4941e-01 -3.6500e+02 -4.4500e+02 -2.7000e+01 1.3000e+01
1.4966e-01 -3.3000e+01 -4.4200e+02 1.3000e+01 -1.5300e+02
1.4990e-01 8.6000e+01 -1.3900e+02 3.9500e+02 -1.2600e+02
1.5015e-01 -5.8000e+01 8.5000e+01 1.0600e+02 2.7000e+01
1.5039e-01 -2.7000e+01 6.0000e+00 -2.8100e+02 -1.8800e+02
1.5063e-01 5.3000e+01 -1.7800e+02 -2.5000e+01 -1.7100e+02
1.5088e-01 2.6400e+02 -1.0900e+02 -2.6700e+02 -7.3000e+01
1.5112e-01 1.6400e+02 1.9900e+02 -1.9400e+02 -1.0100e+02
1.5137e-01 -1.3000e+01 3.6700e+02 1.8800e+02 4.7000e+01
1.5161e-01 1.1400e+02 3.9500e+02 -2.9800e+02 2.1900e+02
1.5186e-01 9.9000e+01 2.5000e+02 -2.3500e+02 2.6700e+02
1.5210e-01 -8.6000e+01 8.3000e+01 4.0700e+02 1.0900e+02
1.5234e-01 -3.0500e+02 -2.5400e+02 1.9600e+02 5.0000e+01
1.5259e-01 -3.6300e+02 -4.5400e+02 -1.0400e+02 -4.0000e+00
1.5283e-01 1.2000e+01 -4.0000e+02 6.6000e+01 -1.7400e+02
1.5308e-01 3.1000e+01 -5.3000e+01 3.8100e+02 -4.5000e+01
1.5332e-01 -8.4000e+01 9.4000e+01 -5.4000e+01 1.0000e+01
1.5356e-01 -2.0000e+01 -1.9000e+01 -2.6400e+02 -1.9900e+02
1.5381e-01 1.0600e+02 -1.8900e+02 -2.6000e+01 -1.2500e+02
1.5405e-01 3.0200e+02 -2.5000e+01 -3.1300e+02 -6.5000e+01
1.5430e-01 1.4100e+02 2.5900e+02 -6.0000e+01 -8.1000e+01
1.5454e-01 2.8000e+01 3.9200e+02 1.6100e+02 1.0100e+02
1.5479e-01 1.7900e+02 3.6800e+02 -3.7800e+02 2.5100e+02
1.5503e-01 8.7000e+01 2.1100e+02 -4.3000e+01 2.4300e+02
1.5527e-01 -1.0400e+02 1.3000e+01 4.5800e+02 8.6000e+01
1.5552e-01 -3.3000e+02 -3.4200e+02 9.8000e+01 4.1000e+01
1.5576e-01 -2.7100e+02 -4.7300e+02 -1.1100e+02 -4.0000e+01
1.5601e-01 7.6000e+01 -3.3900e+02 1.6400e+02 -2.0200e+02
1.5625e-01 -3.0000e+00 1.9000e+01 3.4800e+02 -6.0000e+00
1.5649e-01 -8.8000e+01 8.1000e+01 -1.6700e+02 -6.3000e+01
1.5674e-01 -1.2000e+01 -5.7000e+01 -1.9400e+02 -2.2800e+02
1.5698e-01 1.4700e+02 -1.8200e+02 -5.4000e+01 -1.1100e+02
1.5723e-01 2.7300e+02 3.6000e+01 -3.3300e+02 -8.3000e+01
1.5747e-01 6.5000e+01 2.8500e+02 4.7000e+01 -5.0000e+01
1.5771e-01 1.8000e+01 3.9900e+02 6.3000e+01 1.5900e+02
1.5796e-01 1.5900e+02 3.4100e+02 -4.1000e+02 2.8700e+02
1.5820e-01 2.0000e+00 1.7900e+02 1.4400e+02 2.2600e+02
1.5845e-01 -1.8300e+02 -5.2000e+01 4.3500e+02 8.6000e+01
1.5869e-01 -3.8800e+02 -3.9000e+02 1.1000e+01 3.8000e+01
